"tesi","length_toppo","treid","slice","id_lato","X","Y","Z"
"V400",0.1,"s04",5,"intrafila_basso",0.299759999999999,0.292010000000001,5.0417
"V400",0.1,"s04",5,"intrafila_alto",0.649190000000001,0.316310000000001,4.9559
"V400",0.1,"s04",5,"interfila_piena",0.45523,0.13439,5.0498
"V400",0.1,"s04",5,"interfila_vuota",0.488869999999999,0.475519999999999,4.9536
"V400",0.1,"s04",5.1,"intrafila_basso",0.292909999999999,0.288040000000002,5.148
"V400",0.1,"s04",5.1,"intrafila_alto",0.644929999999999,0.294440000000002,5.0513
"V400",0.1,"s04",5.1,"interfila_piena",0.46414,0.124780000000001,5.1497
"V400",0.1,"s04",5.1,"interfila_vuota",0.476959999999998,0.464359999999999,5.0556
"V400",0.1,"s04",5.2,"intrafila_basso",0.28378,0.272760000000002,5.2486
"V400",0.1,"s04",5.2,"intrafila_alto",0.631789999999999,0.309619999999999,5.1558
"V400",0.1,"s04",5.2,"interfila_piena",0.43993,0.112439999999999,5.2171
"V400",0.1,"s04",5.2,"interfila_vuota",0.467279999999999,0.455580000000001,5.1573
"V400",0.1,"s04",5.3,"intrafila_basso",0.27158,0.255850000000002,5.348
"V400",0.1,"s04",5.3,"intrafila_alto",0.624369999999999,0.29926,5.2703
"V400",0.1,"s04",5.3,"interfila_piena",0.445,0.115259999999999,5.3452
"V400",0.1,"s04",5.3,"interfila_vuota",0.438500000000001,0.448700000000002,5.2659
"V400",0.1,"s04",5.4,"intrafila_basso",0.265090000000001,0.281610000000001,5.3781
"V400",0.1,"s04",5.4,"intrafila_alto",0.614229999999999,0.280830000000002,5.3735
"V400",0.1,"s04",5.4,"interfila_piena",0.44115,0.11345,5.4445
"V400",0.1,"s04",5.4,"interfila_vuota",0.458629999999999,0.441610000000001,5.3595
"V400",0.1,"s04",5.5,"intrafila_basso",0.260539999999999,0.279170000000001,5.5426
"V400",0.1,"s04",5.5,"intrafila_alto",0.607060000000001,0.29691,5.4521
"V400",0.1,"s04",5.5,"interfila_piena",0.41433,0.109439999999999,5.5418
"V400",0.1,"s04",5.5,"interfila_vuota",0.453440000000001,0.437270000000002,5.4616
"V400",0.1,"s05",0.1,"intrafila_basso",0,0.960630000000002,0.097999999999999
"V400",0.1,"s05",0.1,"intrafila_alto",0.446529999999999,1.01518,0.0909999999999993
"V400",0.1,"s05",0.1,"interfila_vuota",0.241099999999999,0.781320000000001,0.117899999999999
"V400",0.1,"s05",0.1,"interfila_piena",0.15035,1.16651,0.103
"V400",0.1,"s05",0.2,"intrafila_basso",0.0266699999999993,0.946580000000001,0.158099999999999
"V400",0.1,"s05",0.2,"intrafila_alto",0.444970000000001,0.999510000000001,0.166399999999999
"V400",0.1,"s05",0.2,"interfila_vuota",0.245709999999999,0.778549999999999,0.236799999999999
"V400",0.1,"s05",0.2,"interfila_piena",0.215900000000001,1.15242,0.158199999999999
"V400",0.1,"s05",0.3,"intrafila_basso",0.0376399999999997,1.02196,0.2502
"V400",0.1,"s05",0.3,"intrafila_alto",0.441990000000001,1.03977,0.3225
"V400",0.1,"s05",0.3,"interfila_vuota",0.246379999999998,0.7743,0.328299999999999
"V400",0.1,"s05",0.3,"interfila_piena",0.23911,1.14518,0.251199999999999
"V400",0.1,"s05",0.4,"intrafila_basso",0.0431999999999988,0.980140000000002,0.3559
"V400",0.1,"s05",0.4,"intrafila_alto",0.432960000000001,1.00772,0.3826
"V400",0.1,"s05",0.4,"interfila_vuota",0.24288,0.76896,0.432599999999999
"V400",0.1,"s05",0.4,"interfila_piena",0.24512,1.13526,0.3614
"V400",0.1,"s05",0.5,"intrafila_basso",0.0491799999999998,0.969390000000001,0.450199999999999
"V400",0.1,"s05",0.5,"intrafila_alto",0.434239999999999,0.987390000000001,0.5289
"V400",0.1,"s05",0.5,"interfila_vuota",0.258610000000001,0.763950000000001,0.5298
"V400",0.1,"s05",0.5,"interfila_piena",0.269629999999999,1.1264,0.4542
"V400",0.1,"s05",0.6,"intrafila_basso",0.0562299999999993,0.956569999999999,0.5601
"V400",0.1,"s05",0.6,"intrafila_alto",0.436910000000001,0.985800000000001,0.6404
"V400",0.1,"s05",0.6,"interfila_vuota",0.244029999999999,0.758020000000002,0.642799999999999
"V400",0.1,"s05",0.6,"interfila_piena",0.217420000000001,1.11798,0.552299999999999
"V400",0.1,"s05",0.7,"intrafila_basso",0.0613500000000009,0.954800000000002,0.655299999999999
"V400",0.1,"s05",0.7,"intrafila_alto",0.43957,0.96632,0.7415
"V400",0.1,"s05",0.7,"interfila_vuota",0.25433,0.752590000000001,0.742099999999999
"V400",0.1,"s05",0.7,"interfila_piena",0.242270000000001,1.1081,0.6607
"V400",0.1,"s05",0.8,"intrafila_basso",0.06785,0.942959999999999,0.7654
"V400",0.1,"s05",0.8,"intrafila_alto",0.444130000000001,0.957850000000001,0.802899999999999
"V400",0.1,"s05",0.8,"interfila_vuota",0.266289999999998,0.743470000000002,0.840999999999999
"V400",0.1,"s05",0.8,"interfila_piena",0.246749999999999,1.10048,0.7547
"V400",0.1,"s05",0.9,"intrafila_basso",0.0742100000000008,0.93169,0.859599999999999
"V400",0.1,"s05",0.9,"intrafila_alto",0.4436,0.942500000000003,0.926399999999999
"V400",0.1,"s05",0.9,"interfila_vuota",0.261489999999998,0.734640000000002,0.9476
"V400",0.1,"s05",0.9,"interfila_piena",0.27674,1.09079,0.863399999999999
"V400",0.1,"s05",1,"intrafila_basso",0.0782500000000006,0.92399,0.9543
"V400",0.1,"s05",1,"intrafila_alto",0.450019999999999,0.937660000000001,1.0391
"V400",0.1,"s05",1,"interfila_vuota",0.26322,0.725730000000002,1.038
"V400",0.1,"s05",1,"interfila_piena",0.282340000000001,1.08161,0.957599999999999
"V400",0.1,"s05",1.1,"intrafila_basso",0.0856299999999983,0.910450000000001,1.0964
"V400",0.1,"s05",1.1,"intrafila_alto",0.452860000000001,0.932280000000002,1.1232
"V400",0.1,"s05",1.1,"interfila_vuota",0.25515,0.714930000000003,1.1496
"V400",0.1,"s05",1.1,"interfila_piena",0.230830000000001,1.07049,1.0531
"V400",0.1,"s05",1.2,"intrafila_basso",0.0883700000000012,0.84562,1.1511
"V400",0.1,"s05",1.2,"intrafila_alto",0.45701,0.910720000000001,1.2348
"V400",0.1,"s05",1.2,"interfila_vuota",0.26585,0.704700000000003,1.2342
"V400",0.1,"s05",1.2,"interfila_piena",0.257000000000001,1.05909,1.1585
"V400",0.1,"s05",1.3,"intrafila_basso",0.0938799999999986,0.856210000000001,1.2531
"V400",0.1,"s05",1.3,"intrafila_alto",0.46602,0.90513,1.3045
"V400",0.1,"s05",1.3,"interfila_vuota",0.27853,0.695170000000001,1.3454
"V400",0.1,"s05",1.3,"interfila_piena",0.2638,1.0479,1.2529
"V400",0.1,"s05",1.4,"intrafila_basso",0.102219999999999,0.862470000000002,1.3553
"V400",0.1,"s05",1.4,"intrafila_alto",0.47053,0.882640000000002,1.4425
"V400",0.1,"s05",1.4,"interfila_vuota",0.291889999999999,0.681480000000001,1.4365
"V400",0.1,"s05",1.4,"interfila_piena",0.271069999999998,1.03584,1.3635
"V400",0.1,"s05",1.5,"intrafila_basso",0.114139999999999,0.871860000000002,1.4699
"V400",0.1,"s05",1.5,"intrafila_alto",0.47683,0.878450000000001,1.539
"V400",0.1,"s05",1.5,"interfila_vuota",0.28876,0.671970000000002,1.5388
"V400",0.1,"s05",1.5,"interfila_piena",0.278279999999999,1.02391,1.4586
"V400",0.1,"s05",1.6,"intrafila_basso",0.122160000000001,0.8781,1.5577
"V400",0.1,"s05",1.6,"intrafila_alto",0.483920000000001,0.850440000000003,1.648
"V400",0.1,"s05",1.6,"interfila_vuota",0.299019999999999,0.660530000000001,1.6488
"V400",0.1,"s05",1.6,"interfila_piena",0.28518,1.01238,1.5542
"V400",0.1,"s05",1.7,"intrafila_basso",0.130269999999999,0.839400000000001,1.6551
"V400",0.1,"s05",1.7,"intrafila_alto",0.491759999999999,0.845090000000003,1.7438
"V400",0.1,"s05",1.7,"interfila_vuota",0.29345,0.64828,1.745
"V400",0.1,"s05",1.7,"interfila_piena",0.292189999999998,1.00082,1.6503
"V400",0.1,"s05",1.8,"intrafila_basso",0.139330000000001,0.823399999999999,1.7527
"V400",0.1,"s05",1.8,"intrafila_alto",0.498349999999999,0.840500000000002,1.8397
"V400",0.1,"s05",1.8,"interfila_vuota",0.316600000000001,0.63608,1.8468
"V400",0.1,"s05",1.8,"interfila_piena",0.30566,0.986789999999999,1.7632
"V400",0.1,"s05",1.9,"intrafila_basso",0.148330000000001,0.80753,1.851
"V400",0.1,"s05",1.9,"intrafila_alto",0.506809999999998,0.81615,1.944
"V400",0.1,"s05",1.9,"interfila_vuota",0.298559999999998,0.624580000000002,1.9479
"V400",0.1,"s05",1.9,"interfila_piena",0.31307,0.974489999999999,1.8606
"V400",0.1,"s05",2,"intrafila_basso",0.152979999999999,0.826800000000002,1.9533
"V400",0.1,"s05",2,"intrafila_alto",0.517720000000001,0.821260000000002,2.0403
"V400",0.1,"s05",2,"interfila_vuota",0.314830000000001,0.61308,2.0423
"V400",0.1,"s05",2,"interfila_piena",0.34113,0.961300000000001,1.9597
"V400",0.1,"s05",2.1,"intrafila_basso",0.167189999999998,0.774090000000001,2.0624
"V400",0.1,"s05",2.1,"intrafila_alto",0.525089999999999,0.79785,2.1478
"V400",0.1,"s05",2.1,"interfila_vuota",0.33239,0.601010000000002,2.1368
"V400",0.1,"s05",2.1,"interfila_piena",0.349360000000001,0.94783,2.0587
"V400",0.1,"s05",2.2,"intrafila_basso",0.177289999999999,0.756240000000002,2.1635
"V400",0.1,"s05",2.2,"intrafila_alto",0.533059999999999,0.774360000000001,2.2412
"V400",0.1,"s05",2.2,"interfila_vuota",0.327290000000001,0.58822,2.2472
"V400",0.1,"s05",2.2,"interfila_piena",0.357990000000001,0.933620000000001,2.1585
"V400",0.1,"s05",2.3,"intrafila_basso",0.18956,0.76792,2.2624
"V400",0.1,"s05",2.3,"intrafila_alto",0.54655,0.763660000000002,2.3493
"V400",0.1,"s05",2.3,"interfila_vuota",0.320809999999998,0.576750000000001,2.3444
"V400",0.1,"s05",2.3,"interfila_piena",0.346309999999999,0.920000000000002,2.2576
"V400",0.1,"s05",2.4,"intrafila_basso",0.200019999999999,0.716699999999999,2.3525
"V400",0.1,"s05",2.4,"intrafila_alto",0.554040000000001,0.753830000000001,2.4444
"V400",0.1,"s05",2.4,"interfila_vuota",0.358519999999999,0.562060000000002,2.4498
"V400",0.1,"s05",2.4,"interfila_piena",0.376069999999999,0.904350000000001,2.361
"V400",0.1,"s05",2.5,"intrafila_basso",0.207999999999998,0.702360000000002,2.4558
"V400",0.1,"s05",2.5,"intrafila_alto",0.56372,0.729030000000002,2.5371
"V400",0.1,"s05",2.5,"interfila_vuota",0.37688,0.549130000000002,2.5436
"V400",0.1,"s05",2.5,"interfila_piena",0.384640000000001,0.890260000000001,2.4635
"V400",0.1,"s05",2.6,"intrafila_basso",0.221109999999999,0.712980000000002,2.557
"V400",0.1,"s05",2.6,"intrafila_alto",0.57592,0.71932,2.6423
"V400",0.1,"s05",2.6,"interfila_vuota",0.356269999999999,0.537739999999999,2.6483
"V400",0.1,"s05",2.6,"interfila_piena",0.412099999999999,0.87828,2.5517
"V400",0.1,"s05",2.7,"intrafila_basso",0.23246,0.668150000000001,2.6501
"V400",0.1,"s05",2.7,"intrafila_alto",0.588919999999998,0.691590000000001,2.748
"V400",0.1,"s05",2.7,"interfila_vuota",0.404969999999999,0.52543,2.7435
"V400",0.1,"s05",2.7,"interfila_piena",0.39941,0.86619,2.6536
"V400",0.1,"s05",2.8,"intrafila_basso",0.24343,0.682190000000002,2.752
"V400",0.1,"s05",2.8,"intrafila_alto",0.597200000000001,0.681229999999999,2.8437
"V400",0.1,"s05",2.8,"interfila_vuota",0.400130000000001,0.513190000000002,2.842
"V400",0.1,"s05",2.8,"interfila_piena",0.408249999999999,0.851610000000001,2.7591
"V400",0.1,"s05",2.9,"intrafila_basso",0.256180000000001,0.660150000000002,2.8612
"V400",0.1,"s05",2.9,"intrafila_alto",0.607389999999999,0.673550000000002,2.94
"V400",0.1,"s05",2.9,"interfila_vuota",0.422539999999998,0.49662,2.9492
"V400",0.1,"s05",2.9,"interfila_piena",0.441050000000001,0.838630000000002,2.8512
"V400",0.1,"s05",3,"intrafila_basso",0.258189999999999,0.63691,2.9769
"V400",0.1,"s05",3,"intrafila_alto",0.618590000000001,0.647169999999999,3.0469
"V400",0.1,"s05",3,"interfila_vuota",0.420749999999998,0.481940000000002,3.0478
"V400",0.1,"s05",3,"interfila_piena",0.430150000000001,0.82375,2.9565
"V400",0.1,"s05",3.1,"intrafila_basso",0.276489999999999,0.62452,3.0638
"V400",0.1,"s05",3.1,"intrafila_alto",0.62903,0.639310000000002,3.144
"V400",0.1,"s05",3.1,"interfila_vuota",0.418679999999998,0.46735,3.1474
"V400",0.1,"s05",3.1,"interfila_piena",0.459289999999999,0.80921,3.0507
"V400",0.1,"s05",3.2,"intrafila_basso",0.288460000000001,0.603750000000002,3.1589
"V400",0.1,"s05",3.2,"intrafila_alto",0.63805,0.615110000000001,3.2492
"V400",0.1,"s05",3.2,"interfila_vuota",0.474129999999999,0.451040000000003,3.2462
"V400",0.1,"s05",3.2,"interfila_piena",0.468250000000001,0.794700000000002,3.161
"V400",0.1,"s05",3.3,"intrafila_basso",0.298680000000001,0.58597,3.2543
"V400",0.1,"s05",3.3,"intrafila_alto",0.647549999999999,0.60793,3.3481
"V400",0.1,"s05",3.3,"interfila_vuota",0.455729999999999,0.43683,3.3488
"V400",0.1,"s05",3.3,"interfila_piena",0.458559999999999,0.777810000000002,3.2524
"V400",0.1,"s05",3.4,"intrafila_basso",0.30555,0.588900000000002,3.3508
"V400",0.1,"s05",3.4,"intrafila_alto",0.65663,0.59235,3.3605
"V400",0.1,"s05",3.4,"interfila_vuota",0.473569999999999,0.42427,3.4454
"V400",0.1,"s05",3.4,"interfila_piena",0.469200000000001,0.760429999999999,3.3661
"V400",0.1,"s05",3.5,"intrafila_basso",0.315390000000001,0.59535,3.4632
"V400",0.1,"s05",3.5,"intrafila_alto",0.6647,0.573620000000002,3.5434
"V400",0.1,"s05",3.5,"interfila_vuota",0.474519999999998,0.407880000000002,3.5467
"V400",0.1,"s05",3.5,"interfila_piena",0.498280000000001,0.746420000000001,3.4608
"V400",0.1,"s05",3.6,"intrafila_basso",0.327449999999999,0.569040000000001,3.556
"V400",0.1,"s05",3.6,"intrafila_alto",0.67737,0.539960000000001,3.5776
"V400",0.1,"s05",3.6,"interfila_vuota",0.474399999999999,0.392110000000002,3.6495
"V400",0.1,"s05",3.6,"interfila_piena",0.508669999999999,0.72963,3.5589
"V400",0.1,"s05",3.7,"intrafila_basso",0.336189999999998,0.55376,3.655
"V400",0.1,"s05",3.7,"intrafila_alto",0.682569999999998,0.54326,3.7428
"V400",0.1,"s05",3.7,"interfila_vuota",0.49203,0.37555,3.7473
"V400",0.1,"s05",3.7,"interfila_piena",0.49804,0.713840000000001,3.654
"V400",0.1,"s05",3.8,"intrafila_basso",0.346080000000001,0.5107,3.7635
"V400",0.1,"s05",3.8,"intrafila_alto",0.691500000000001,0.536660000000001,3.8428
"V400",0.1,"s05",3.8,"interfila_vuota",0.4985,0.35811,3.8492
"V400",0.1,"s05",3.8,"interfila_piena",0.507860000000001,0.697939999999999,3.7541
"V400",0.1,"s05",3.9,"intrafila_basso",0.352,0.484059999999999,3.9471
"V400",0.1,"s05",3.9,"intrafila_alto",0.698219999999999,0.49784,3.9379
"V400",0.1,"s05",3.9,"interfila_vuota",0.53445,0.339030000000001,3.9431
"V400",0.1,"s05",3.9,"interfila_piena",0.524370000000001,0.67962,3.8576
"V400",0.1,"s05",4,"intrafila_basso",0.361229999999999,0.50732,4.0002
"V400",0.1,"s05",4,"intrafila_alto",0.70664,0.48723,4.0428
"V400",0.1,"s05",4,"interfila_vuota",0.609580000000001,0.310760000000002,4.0211
"V400",0.1,"s05",4,"interfila_piena",0.535319999999999,0.661840000000002,3.9612
"V400",0.1,"s05",4.1,"intrafila_basso",0.372710000000001,0.464020000000001,4.0537
"V400",0.1,"s05",4.1,"intrafila_alto",0.714600000000001,0.464790000000001,4.145
"V400",0.1,"s05",4.1,"interfila_vuota",0.546309999999998,0.30508,4.1473
"V400",0.1,"s05",4.1,"interfila_piena",0.567239999999998,0.64432,4.0512
"V400",0.1,"s05",4.2,"intrafila_basso",0.381149999999998,0.44914,4.1593
"V400",0.1,"s05",4.2,"intrafila_alto",0.720289999999999,0.462130000000002,4.2073
"V400",0.1,"s05",4.2,"interfila_vuota",0.536390000000001,0.287420000000001,4.2499
"V400",0.1,"s05",4.2,"interfila_piena",0.557369999999999,0.626450000000002,4.1532
"V400",0.1,"s05",4.3,"intrafila_basso",0.384519999999998,0.428840000000001,4.2861
"V400",0.1,"s05",4.3,"intrafila_alto",0.726399999999998,0.439800000000002,4.3459
"V400",0.1,"s05",4.3,"interfila_vuota",0.524940000000001,0.272069999999999,4.3473
"V400",0.1,"s05",4.3,"interfila_piena",0.59122,0.606200000000001,4.2522
"V400",0.1,"s05",4.4,"intrafila_basso",0.393989999999999,0.425930000000001,4.3512
"V400",0.1,"s05",4.4,"intrafila_alto",0.734020000000001,0.4344,4.442
"V400",0.1,"s05",4.4,"interfila_vuota",0.546559999999999,0.25489,4.4471
"V400",0.1,"s05",4.4,"interfila_piena",0.559650000000001,0.589200000000002,4.3515
"V400",0.1,"s05",4.5,"intrafila_basso",0.402249999999999,0.400190000000002,4.5123
"V400",0.1,"s05",4.5,"intrafila_alto",0.744489999999999,0.409480000000002,4.5475
"V400",0.1,"s05",4.5,"interfila_vuota",0.54336,0.242180000000001,4.5475
"V400",0.1,"s05",4.5,"interfila_piena",0.571960000000001,0.56926,4.4635
"V400",0.1,"s05",4.6,"intrafila_basso",0.387090000000001,0.33858,4.5697
"V400",0.1,"s05",4.6,"intrafila_alto",0.749130000000001,0.39038,4.6421
"V400",0.1,"s05",4.6,"interfila_vuota",0.541419999999999,0.2288,4.6485
"V400",0.1,"s05",4.6,"interfila_piena",0.579809999999998,0.55631,4.5528
"V400",0.1,"s05",4.7,"intrafila_basso",0.411839999999998,0.410140000000002,4.6506
"V400",0.1,"s05",4.7,"intrafila_alto",0.75808,0.36703,4.7475
"V400",0.1,"s05",4.7,"interfila_vuota",0.579229999999999,0.21772,4.7457
"V400",0.1,"s05",4.7,"interfila_piena",0.589880000000001,0.539820000000002,4.6661
"V400",0.1,"s05",4.8,"intrafila_basso",0.42634,0.377829999999999,4.7521
"V400",0.1,"s05",4.8,"intrafila_alto",0.76859,0.35905,4.847
"V400",0.1,"s05",4.8,"interfila_vuota",0.550219999999999,0.20457,4.8321
"V400",0.1,"s05",4.8,"interfila_piena",0.596309999999999,0.529160000000001,4.7566
"V400",0.1,"s05",4.9,"intrafila_basso",0.438949999999998,0.346160000000001,4.8653
"V400",0.1,"s05",4.9,"intrafila_alto",0.77985,0.34638,4.9456
"V400",0.1,"s05",4.9,"interfila_vuota",0.608260000000001,0.188970000000001,4.9336
"V400",0.1,"s05",4.9,"interfila_piena",0.624169999999999,0.5182,4.8542
"V400",0.1,"s05",5,"intrafila_basso",0.448779999999999,0.33869,4.9688
"V400",0.1,"s05",5,"intrafila_alto",0.793130000000001,0.33605,5.0458
"V400",0.1,"s05",5,"interfila_vuota",0.608159999999998,0.17839,5.0451
"V400",0.1,"s05",5,"interfila_piena",0.65457,0.503720000000001,4.9554
"V400",0.1,"s05",5.1,"intrafila_basso",0.457419999999999,0.335810000000002,5.0969
"V400",0.1,"s05",5.1,"intrafila_alto",0.807120000000001,0.325300000000002,5.1471
"V400",0.1,"s05",5.1,"interfila_vuota",0.622319999999998,0.168950000000002,5.1473
"V400",0.1,"s05",5.1,"interfila_piena",0.666619999999998,0.49239,5.0959
"V400",0.1,"s05",5.2,"intrafila_basso",0.455469999999998,0.333349999999999,5.1621
"V400",0.1,"s05",5.2,"intrafila_alto",0.815660000000001,0.302700000000002,5.2471
"V400",0.1,"s05",5.2,"interfila_vuota",0.614840000000001,0.159850000000002,5.2447
"V400",0.1,"s05",5.2,"interfila_piena",0.652740000000001,0.480530000000002,5.164
"V400",0.1,"s05",5.3,"intrafila_basso",0.479469999999999,0.32048,5.2533
"V400",0.1,"s05",5.3,"intrafila_alto",0.82235,0.282389999999999,5.3312
"V400",0.1,"s05",5.3,"interfila_vuota",0.63092,0.148410000000002,5.3485
"V400",0.1,"s05",5.3,"interfila_piena",0.659739999999999,0.468980000000002,5.2614
"V400",0.1,"s05",5.4,"intrafila_basso",0.490400000000001,0.301560000000002,5.3567
"V400",0.1,"s05",5.4,"intrafila_alto",0.82592,0.279600000000002,5.4483
"V400",0.1,"s05",5.4,"interfila_vuota",0.646740000000001,0.137140000000002,5.4491
"V400",0.1,"s05",5.4,"interfila_piena",0.646280000000001,0.455650000000002,5.3547
"V400",0.1,"s05",5.5,"intrafila_basso",0.497859999999999,0.288309999999999,5.458
"V400",0.1,"s05",5.5,"intrafila_alto",0.83222,0.237470000000002,5.4827
"V400",0.1,"s05",5.5,"interfila_vuota",0.64198,0.12228,5.5475
"V400",0.1,"s05",5.5,"interfila_piena",0.67775,0.439830000000001,5.4644
"V400",0.1,"s06",0.1,"intrafila_basso",0.0124499999999976,0.79223,0.0957000000000008
"V400",0.1,"s06",0.1,"intrafila_alto",0.459049999999998,0.859449999999999,0.109
"V400",0.1,"s06",0.1,"interfila_vuota",0.255779999999998,0.618939999999998,0.101100000000001
"V400",0.1,"s06",0.1,"interfila_piena",0.187850000000001,1.03091,0.0988000000000007
"V400",0.1,"s06",0.2,"intrafila_basso",0.0182900000000004,0.824779999999997,0.155100000000001
"V400",0.1,"s06",0.2,"intrafila_alto",0.434229999999999,0.858099999999997,0.1591
"V400",0.1,"s06",0.2,"interfila_vuota",0.27017,0.615779999999997,0.1859
"V400",0.1,"s06",0.2,"interfila_piena",0.26492,1.0153,0.158799999999999
"V400",0.1,"s06",0.3,"intrafila_basso",0.0254300000000001,0.830129999999997,0.2616
"V400",0.1,"s06",0.3,"intrafila_alto",0.425380000000001,0.857709999999997,0.2567
"V400",0.1,"s06",0.3,"interfila_vuota",0.24391,0.628349999999998,0.321300000000001
"V400",0.1,"s06",0.3,"interfila_piena",0.2394,1.00676,0.2608
"V400",0.1,"s06",0.4,"intrafila_basso",0.028929999999999,0.798249999999999,0.3697
"V400",0.1,"s06",0.4,"intrafila_alto",0.422889999999999,0.857689999999998,0.358000000000001
"V400",0.1,"s06",0.4,"interfila_vuota",0.196009999999998,0.629209999999997,0.445399999999999
"V400",0.1,"s06",0.4,"interfila_piena",0.243449999999999,0.998329999999999,0.3847
"V400",0.1,"s06",0.5,"intrafila_basso",0.0323899999999995,0.814419999999998,0.4564
"V400",0.1,"s06",0.5,"intrafila_alto",0.420389999999998,0.857679999999998,0.4582
"V400",0.1,"s06",0.5,"interfila_vuota",0.19642,0.62847,0.5381
"V400",0.1,"s06",0.5,"interfila_piena",0.244799999999998,0.993579999999998,0.458500000000001
"V400",0.1,"s06",0.6,"intrafila_basso",0.0382399999999983,0.815249999999999,0.562200000000001
"V400",0.1,"s06",0.6,"intrafila_alto",0.418759999999999,0.85783,0.5908
"V400",0.1,"s06",0.6,"interfila_vuota",0.22606,0.620439999999999,0.618
"V400",0.1,"s06",0.6,"interfila_piena",0.246359999999999,0.987729999999999,0.556800000000001
"V400",0.1,"s06",0.7,"intrafila_basso",0.0424100000000003,0.803239999999999,0.6646
"V400",0.1,"s06",0.7,"intrafila_alto",0.418060000000001,0.85792,0.689500000000001
"V400",0.1,"s06",0.7,"interfila_vuota",0.226890000000001,0.61937,0.7357
"V400",0.1,"s06",0.7,"interfila_piena",0.270409999999998,0.982019999999999,0.7188
"V400",0.1,"s06",0.8,"intrafila_basso",0.0428999999999995,0.815169999999998,0.7759
"V400",0.1,"s06",0.8,"intrafila_alto",0.423919999999999,0.759139999999999,0.812900000000001
"V400",0.1,"s06",0.8,"interfila_vuota",0.246469999999999,0.611819999999998,0.8406
"V400",0.1,"s06",0.8,"interfila_piena",0.249219999999998,0.976619999999997,0.753500000000001
"V400",0.1,"s06",0.9,"intrafila_basso",0.0558699999999988,0.79026,0.863799999999999
"V400",0.1,"s06",0.9,"intrafila_alto",0.42436,0.75226,0.932
"V400",0.1,"s06",0.9,"interfila_vuota",0.227799999999998,0.606839999999998,0.925599999999999
"V400",0.1,"s06",0.9,"interfila_piena",0.283200000000001,0.971409999999999,0.8659
"V400",0.1,"s06",1,"intrafila_basso",0.0616400000000006,0.807229999999997,0.953799999999999
"V400",0.1,"s06",1,"intrafila_alto",0.425639999999998,0.744719999999997,1.0114
"V400",0.1,"s06",1,"interfila_vuota",0.255549999999999,0.60642,0.9528
"V400",0.1,"s06",1,"interfila_piena",0.252569999999999,0.963919999999998,0.974600000000001
"V400",0.1,"s06",1.1,"intrafila_basso",0.068089999999998,0.79083,1.0811
"V400",0.1,"s06",1.1,"intrafila_alto",0.427789999999998,0.732559999999999,1.1304
"V400",0.1,"s06",1.1,"interfila_vuota",0.23244,0.604889999999997,1.146
"V400",0.1,"s06",1.1,"interfila_piena",0.278749999999999,0.960199999999997,1.0535
"V400",0.1,"s06",1.2,"intrafila_basso",0.072499999999998,0.810689999999997,1.1899
"V400",0.1,"s06",1.2,"intrafila_alto",0.4284,0.725939999999998,1.2393
"V400",0.1,"s06",1.2,"interfila_vuota",0.235759999999999,0.601559999999999,1.2426
"V400",0.1,"s06",1.2,"interfila_piena",0.282879999999999,0.952059999999999,1.1712
"V400",0.1,"s06",1.3,"intrafila_basso",0.0777999999999999,0.781829999999999,1.2547
"V400",0.1,"s06",1.3,"intrafila_alto",0.42869,0.722949999999997,1.2788
"V400",0.1,"s06",1.3,"interfila_vuota",0.24896,0.59572,1.345
"V400",0.1,"s06",1.3,"interfila_piena",0.284689999999998,0.945619999999998,1.2697
"V400",0.1,"s06",1.4,"intrafila_basso",0.0791000000000004,0.780939999999998,1.3866
"V400",0.1,"s06",1.4,"intrafila_alto",0.443110000000001,0.804939999999998,1.4372
"V400",0.1,"s06",1.4,"interfila_vuota",0.236819999999998,0.591799999999999,1.4482
"V400",0.1,"s06",1.4,"interfila_piena",0.261900000000001,0.940459999999998,1.3515
"V400",0.1,"s06",1.5,"intrafila_basso",0.086269999999999,0.770679999999999,1.462
"V400",0.1,"s06",1.5,"intrafila_alto",0.440819999999999,0.808599999999998,1.5165
"V400",0.1,"s06",1.5,"interfila_vuota",0.274169999999998,0.584589999999999,1.5453
"V400",0.1,"s06",1.5,"interfila_piena",0.28809,0.933109999999999,1.4671
"V400",0.1,"s06",1.6,"intrafila_basso",0.0902499999999975,0.76934,1.5651
"V400",0.1,"s06",1.6,"intrafila_alto",0.441240000000001,0.699829999999999,1.6197
"V400",0.1,"s06",1.6,"interfila_vuota",0.255579999999998,0.578439999999997,1.6367
"V400",0.1,"s06",1.6,"interfila_piena",0.310040000000001,0.926229999999997,1.5573
"V400",0.1,"s06",1.7,"intrafila_basso",0.0940699999999985,0.753899999999998,1.656
"V400",0.1,"s06",1.7,"intrafila_alto",0.441099999999999,0.698619999999998,1.7131
"V400",0.1,"s06",1.7,"interfila_vuota",0.27176,0.569879999999998,1.7416
"V400",0.1,"s06",1.7,"interfila_piena",0.299689999999998,0.917639999999999,1.6652
"V400",0.1,"s06",1.8,"intrafila_basso",0.100529999999999,0.756119999999999,1.7652
"V400",0.1,"s06",1.8,"intrafila_alto",0.451159999999998,0.794529999999998,1.8339
"V400",0.1,"s06",1.8,"interfila_vuota",0.25404,0.56391,1.8483
"V400",0.1,"s06",1.8,"interfila_piena",0.302429999999998,0.908639999999998,1.7645
